Internal ID,going out,gender,age,country,area,dress,day,"Click Coordinates (x, y)",Media
90277441,No,Male,40,United States,"Carver county, MN",Blue and black,Sunday,"(81, 22)",Science
90277449,No,Female,58,United States,California,White and gold,Sunday,"(75, 25)",Science
90277451,No,Other,30,United States,DUTCHESS COUNTY NY,Blue and black,Sunday,"(61, 39)",Science
90277453,Yes,Female,36,United States,Colorado,White and gold,Friday,"(16, 32)",Daily Dish
90277476,No,Male,31,United States,Virginia,White and gold,Friday,"(70, 28)",Science
90277494,No,Female,37,United States,California,Blue and black,Friday,"(63, 4)",Science
90277497,No,Female,49,United States,California,White and gold,Friday,"(65, 30)",Science
90277526,No,Male,35,United States,California,White and gold,Sunday,"(82, 30)",Science
90277533,Yes,Female,51,United States,California,White and gold,Friday,"(35, 3)",Daily Dish
90277538,No,Female,34,United States,Ny ,White and gold,Sunday,"(81, 32)",Science
90277545,Yes,Female,48,United States,Wyoming ,White and gold,Sunday,"(84, 22)",Science
90277546,No,Female,32,United States,New Jersey,White and gold,Sunday,"(71, 30)",Science
90277550,No,Female,38,United States,Minnesota,White and gold,Friday,"(92, 21)",Science
90277553,No,Male,32,United States,California,White and gold,Sunday,"(60, 7)",Science
90277555,No,Female,34,Canada,Quebec,Blue and black,Friday,"(29, 33)",Daily Dish
90277556,No,Female,49,United States,California,White and gold,Sunday,"(63, 22)",Science
90277558,No,Female,34,United States,Massachusetts,White and gold,Sunday,"(91, 34)",Science
90277559,No,Female,44,United States,Colorado,White and gold,Sunday,Unknown,Unknown
90277560,No,Male,72,United States,California,White and gold,Friday,"(71, 4)",Science
90277565,No,Male,33,United States,Colorado,White and gold,Friday,"(66, 17)",Science
90277566,No,Female,40,United States,California,Blue and black,Sunday,"(87, 15)",Science
90277573,No,Female,47,Canada,British Columbia,Blue and black,Friday,"(65, 32)",Science
90277574,No,Female,46,United States,Washington,Blue and black,Friday,"(74, 24)",Science
90277577,No,Female,28,Canada,British Columbia,White and gold,Sunday,"(79, 35)",Science
90277578,No,Male,40,United States,California,Blue and black,Sunday,"(78, 22)",Science
90277580,Yes,Female,33,United States,California,White and gold,Friday,"(28, 30)",Daily Dish
90277589,No,Other,17,Iceland,Unknown,White and gold,Sunday,"(84, 36)",Science
90277590,No,I'd rather not say,43,Unknown,Unknown,Blue and black,Friday,"(76, 19)",Science
90277591,No,Female,49,United States,Washington,Blue and black,Sunday,"(35, 17)",Daily Dish
90277592,No,Female,31,United Kingdom,Edinburgh,Blue and black,Sunday,"(80, 9)",Science
90277595,No,Male,27,United States,California,White and gold,Friday,"(80, 38)",Science
90277597,No,Male,31,Canada,Ontario,White and gold,Friday,"(30, 76)",ESPN
90277604,No,Male,58,United States,New York,Blue and black,Sunday,"(75, 35)",Science
90277628,No,Female,54,United States,Montana,White and gold,Friday,"(77, 25)",Science
90277632,No,Male,50,Canada,British Columbia,White and gold,Sunday,Unknown,Unknown
90277644,No,Male,39,United States,Ohio,White and gold,Friday,Unknown,Unknown
90277645,No,Female,33,Poland,Strathclyde,White and gold,Friday,"(79, 32)",Science
90277649,No,Male,54,United States,California,White and gold,Sunday,"(86, 5)",Science
90277655,No,Female,30,Canada,Ontario,Blue and black,Sunday,"(87, 13)",Science
90277660,No,Female,27,United States,Kansas,Blue and black,Friday,"(73, 35)",Science
90277663,No,Male,52,United States,California,White and gold,Friday,"(78, 33)",Science
90277668,Yes,Female,35,United States,California,White and gold,Sunday,"(68, 19)",Science
90277672,No,Male,47,United States,California,Unknown,Friday,Unknown,Unknown
90277678,Yes,Female,49,United States,Pennsylvania,Blue and black,Sunday,"(74, 25)",Science
90277685,No,Female,26,United States,California,Blue and black,Friday,"(74, 32)",Science
90277692,No,Female,32,United States,Wisconsin,White and gold,Friday,"(90, 32)",Science
90277694,No,Male,28,United States,Unknown,White and gold,Friday,"(74, 37)",Science
90277706,No,Female,35,Denmark,Ørbæk,Blue and black,Friday,"(73, 21)",Science
90277717,No,Male,57,United States,California,White and gold,Friday,Unknown,Unknown
90277743,Yes,Male,36,United States,California,Unknown,Friday,Unknown,Unknown
90277744,No,Male,32,United States,Washington,White and gold,Friday,"(73, 27)",Science
90277746,No,Male,75,United States,California,Unknown,Friday,Unknown,Unknown
90277747,No,Female,45,Canada,British Columbia,Blue and black,Friday,Unknown,Unknown
90277762,Yes,Male,34,France,Idf,White and gold,Sunday,"(82, 29)",Science
90277770,No,Male,63,United States,California,White and gold,Friday,"(84, 22)",Science
90277783,No,Male,53,United States,Washington,Blue and black,Sunday,"(77, 33)",Science
90277817,No,Female,46,United States,Massachusetts,White and gold,Sunday,"(84, 32)",Science
90277829,No,Male,61,United States,MI,White and gold,Friday,"(32, 62)",ESPN
90277861,No,Male,43,United States,California,White and gold,Sunday,"(83, 32)",Science
90277862,No,Male,39,Japan,Osaka,Blue and black,Sunday,"(84, 36)",Science
90277885,No,Male,42,United States,California,Blue and black,Friday,"(69, 33)",Science
90277887,No,Male,47,United States,California,White and gold,Friday,"(79, 73)",Yahoo
90277922,No,Male,43,United Kingdom,Surrey,White and gold,Sunday,"(80, 26)",Science
90277936,No,Female,39,United States,Oregon,Blue and black,Friday,"(63, 30)",Science
90277967,No,Male,49,United States,California,White and gold,Sunday,"(82, 28)",Science
90277987,No,Male,42,United Kingdom,Northern ireland,White and gold,Sunday,"(73, 24)",Science
90277992,No,Male,40,United States,Ohio,White and gold,Sunday,"(68, 34)",Science
90277997,Yes,Male,45,Switzerland,Vaud,Blue and black,Sunday,"(80, 11)",Science
90278012,No,Male,43,United States,Missouri,White and gold,Friday,"(64, 25)",Science
90278031,Yes,Female,12,United States,Minnesota,White and gold,Friday,Unknown,Unknown
90278047,No,Male,36,United States,Arizona ,Blue and black,Friday,"(75, 18)",Science
90278053,No,Male,46,Denmark,Unknown,White and gold,Friday,"(22, 37)",Daily Dish
90278076,Yes,Female,58,United States,Michigan,Unknown,Friday,Unknown,Unknown
90278101,No,Female,58,United States,Michigan,Blue and black,Friday,"(70, 18)",Science
90278126,No,Male,63,United States,az,White and gold,Friday,"(64, 26)",Science
90278171,No,Female,58,United States,Wisconsin,White and gold,Friday,"(66, 6)",Science
90278176,No,Male,56,United States,Missouri,Blue and black,Friday,"(83, 41)",Science
90278186,No,I'd rather not say,43,United States,see question 2,White and gold,Friday,"(85, 21)",Science
90278205,No,Female,36,United Kingdom,Scotland,White and gold,Sunday,"(62, 5)",Science
90278213,Yes,Male,41,United States,Virginia,Blue and black,Friday,"(69, 27)",Science
90278231,No,Female,34,United States,Virginia,White and gold,Friday,"(69, 34)",Science
90278241,No,Female,48,United States,Carolina,White and gold,Sunday,"(83, 4)",Science
90278242,No,Male,61,United States,New York,White and gold,Friday,"(75, 26)",Science
90278256,No,Male,43,United States,Michigan,White and gold,Friday,"(79, 22)",Science
90278266,No,Female,49,Poland,Midlothian,Blue and black,Friday,"(78, 30)",Science
90278276,No,Male,40,United States,Michigan,White and gold,Friday,"(76, 31)",Science
90278280,No,Male,57,United States,Tennessee,Blue and black,Friday,"(74, 28)",Science
90278285,No,Male,49,United States,Carolina,White and gold,Friday,"(76, 20)",Science
90278286,No,Male,35,United States,Massachusetts,White and gold,Sunday,"(26, 53)",ESPN
90278296,No,I'd rather not say,43,Unknown,Unknown,Unknown,Friday,Unknown,Unknown
90278297,No,Male,44,United States,Florida,White and gold,Sunday,"(82, 32)",Science
90278298,No,Female,38,United States,Minnesota,White and gold,Friday,"(84, 80)",Yahoo
90278303,No,Female,36,United States,Massachusetts,White and gold,Friday,"(70, 21)",Science
90278306,No,Female,33,United States,Alabama,Blue and black,Sunday,"(72, 27)",Science
90278321,No,Female,60,United States,New York,White and gold,Sunday,"(76, 31)",Science
90278336,Yes,Male,37,Netherlands,Unknown,Blue and black,Sunday,"(73, 26)",Science
90278337,No,Male,58,United States,MI,Blue and black,Friday,"(71, 74)",Yahoo
90278338,No,Male,37,United States,TN,Blue and black,Friday,"(30, 75)",ESPN
90278339,No,Male,58,United States,California,Unknown,Friday,"(75, 6)",Science
90278358,No,Female,49,United States,Florida,White and gold,Friday,"(79, 24)",Science
90278362,No,Male,51,United States,tn,White and gold,Sunday,"(70, 16)",Science
90278365,No,Male,36,United States,Texas,Blue and black,Friday,"(85, 31)",Science
90278370,Yes,Female,36,United States,California,Blue and black,Sunday,"(81, 27)",Science
90278376,No,I'd rather not say,25,United States,California,Unknown,Friday,Unknown,Unknown
90278381,Yes,Male,38,United States,Massachusetts,Blue and black,Friday,"(73, 17)",Science
90278384,No,Male,54,United States,Ohio,White and gold,Sunday,"(83, 27)",Science
90278385,No,Female,60,United States,New Jersey,White and gold,Friday,"(78, 31)",Science
90278389,No,Female,23,South Africa,Seoul,Blue and black,Friday,"(63, 10)",Science
90278397,No,Male,47,United States,Pennsylvania,White and gold,Friday,"(64, 25)",Science
90278398,No,Female,30,United States,California,White and gold,Friday,"(71, 39)",Science
90278400,No,Female,43,United States,Mi,White and gold,Friday,Unknown,Unknown
90278402,No,I'd rather not say,39,Canada,Canada,Blue and black,Sunday,"(64, 4)",Science
90278412,No,Female,36,United States,Georgia,White and gold,Sunday,"(75, 5)",Science
90278418,No,Male,65,United States,Pennsylvania,White and gold,Friday,"(84, 13)",Science
90278438,No,Male,56,United States,Massachusetts,White and gold,Friday,"(77, 43)",Science
90278441,No,Male,49,United States,Pennsylvania,White and gold,Sunday,"(18, 68)",ESPN
90278444,Yes,Female,43,United States,Pennsylvania,Blue and black,Friday,"(58, 6)",Science
90278448,No,Male,33,United States,Ohio,Blue and black,Friday,"(60, 24)",Science
90278451,No,Male,29,United States,Georgia,Blue and black,Friday,"(31, 8)",Daily Dish
90278454,No,Female,46,United States,New York,White and gold,Sunday,"(80, 24)",Science
90278463,No,Male,67,United States,Nh,Blue and black,Friday,"(80, 79)",Yahoo
90278467,No,Male,30,United States,Minnesota,Blue and black,Friday,"(70, 35)",Science
90278484,No,Male,45,United States,The Shore,White and gold,Friday,"(73, 28)",Science
90278486,No,Male,56,United States,Missouri,White and gold,Sunday,"(29, 76)",ESPN
90278488,No,Male,13,United States,IN,Blue and black,Friday,"(68, 13)",Science
90278495,No,Male,51,Canada,Manitoba,White and gold,Sunday,"(76, 30)",Science
90278496,No,Male,30,United States,MD ,White and gold,Sunday,"(71, 25)",Science
90278662,No,Male,50,United States,Ohio,Unknown,Friday,Unknown,Unknown
90278670,No,Male,50,United States,NM,White and gold,Friday,"(77, 39)",Science
90278672,Yes,Male,44,United States,Ohio,White and gold,Sunday,Unknown,Unknown
90278673,No,Male,47,United Kingdom,Devonshire,Unknown,Friday,Unknown,Unknown
90278674,No,Male,49,United States,Minnesota,White and gold,Sunday,"(79, 39)",Science
90278675,No,Male,55,United States,Ohio,Blue and black,Sunday,"(33, 81)",ESPN
90278679,No,Male,50,United States,Massachusetts,White and gold,Friday,"(60, 26)",Science
90278690,No,Male,42,United States,Missouri,Blue and black,Friday,"(80, 20)",Science
90278694,Yes,Female,43,United States,Unknown,Blue and black,Friday,"(80, 20)",Science
90278716,No,Male,38,United States,New Jersey,White and gold,Friday,"(22, 80)",ESPN
90278726,No,Male,31,United States,Michigan,White and gold,Sunday,"(85, 30)",Science
90278727,No,Male,52,United States,Virginia,Blue and black,Friday,"(69, 26)",Science
90278731,No,Male,45,United States,Florida,White and gold,Friday,"(71, 44)",Science
90278741,No,I'd rather not say,46,United States,Georgia,Blue and black,Friday,"(71, 30)",Science
90278742,No,Female,38,United States,Carolina,White and gold,Friday,"(66, 0)",Science
90278747,No,Male,45,Canada,Ontario,White and gold,Friday,"(73, 25)",Science
90278756,No,Male,46,United States,Pennsylvania,White and gold,Friday,"(30, 31)",Daily Dish
90278765,No,Male,46,United States,Wisconsin,Blue and black,Friday,"(66, 5)",Science
90278775,No,Female,48,United States,Minnesota,Blue and black,Sunday,"(18, 54)",ESPN
90278777,No,Male,47,United States,Michigan,White and gold,Friday,"(72, 32)",Science
90278781,No,Female,43,United States,Georgia,Blue and black,Friday,"(74, 29)",Science
90278791,No,Male,34,United States,Massachusetts,Blue and black,Sunday,"(77, 34)",Science
90278801,No,Female,62,United States,Washington,White and gold,Friday,"(29, 24)",Daily Dish
90278803,No,Male,35,United States,Iowa,Blue and black,Friday,"(78, 22)",Science
90278814,No,Male,43,United States,Massachusetts,White and gold,Friday,"(71, 29)",Science
90278815,No,Male,60,United States,Washington,Blue and black,Friday,"(82, 12)",Science
90278820,No,Female,49,United States,Minnesota,White and gold,Friday,"(72, 30)",Science
90278823,No,I'd rather not say,40,United States,California,Blue and black,Sunday,"(69, 78)",Yahoo
90278836,No,Male,33,United States,Oregon,White and gold,Friday,"(79, 28)",Science
90278838,No,Male,55,United States,New York,Blue and black,Friday,"(67, 37)",Science
90278854,No,Female,29,United States,Washington,Unknown,Friday,Unknown,Unknown
90278856,Yes,Male,45,United States,Washington,White and gold,Sunday,"(77, 26)",Science
90278857,No,Male,65,United States,Washington,White and gold,Friday,"(77, 25)",Science
90278858,No,Female,48,United States,California,Blue and black,Sunday,"(71, 24)",Science
90278861,No,I'd rather not say,45,United States,Pennsylvania,White and gold,Friday,"(81, 24)",Science
90278872,No,Female,44,United States,Pennsylvania,White and gold,Friday,"(70, 15)",Science
90278873,Yes,Male,43,Canada,Ontario,White and gold,Sunday,"(74, 11)",Science
90278874,No,Female,44,United States,Maryland,Blue and black,Friday,"(73, 24)",Science
90278902,No,Female,33,United States,Georgia,White and gold,Friday,"(82, 20)",Science
90278915,No,Male,63,United States,New York,Blue and black,Friday,"(65, 19)",Science
90278928,Yes,Male,48,United States,Ohio,White and gold,Friday,"(73, 33)",Science
90278930,No,Male,33,United States,kansas,White and gold,Friday,"(76, 26)",Science
90278936,No,Male,30,United States,Arizona,Blue and black,Friday,"(77, 32)",Science
90278940,No,Female,49,Germany,"Mannheim, Baden-Württemberg ",White and gold,Friday,"(77, 29)",Science
90278945,No,Male,42,United States,Georgia,Blue and black,Sunday,"(72, 11)",Science
90278949,Yes,Male,43,United States,Virginia,White and gold,Friday,"(74, 5)",Science
90278953,Yes,I'd rather not say,14,United States,California,Blue and black,Friday,"(82, 13)",Science
90278961,No,Male,43,Unknown,Unknown,White and gold,Friday,Unknown,Unknown
90278967,No,Male,57,United States,California,White and gold,Sunday,"(72, 15)",Science
90278968,Yes,Male,51,United States,California,Unknown,Sunday,Unknown,Unknown
90278971,No,Male,55,United States,|NC,White and gold,Sunday,Unknown,Unknown
90278977,No,Male,43,United States,New York,Blue and black,Friday,"(86, 29)",Science
90278982,No,Male,47,Canada,Ontario,White and gold,Friday,"(69, 71)",Yahoo
90278992,No,Male,35,United States,Wyoming,White and gold,Friday,"(76, 32)",Science
90278995,No,Male,32,United States,Ohio,Blue and black,Friday,"(76, 31)",Science
90279000,No,Female,55,United States,Carolina,White and gold,Friday,"(76, 10)",Science
90279009,No,Male,37,United States,Washington,Blue and black,Friday,"(70, 86)",Yahoo
90279019,No,Male,54,Netherlands,Rotterdam,Blue and black,Friday,"(58, 7)",Science
90279025,No,Female,27,United States,Missouri,White and gold,Friday,"(90, 39)",Science
90279042,No,Male,43,United States,Oregon,White and gold,Friday,"(78, 22)",Science
90279045,No,Male,28,United States,New York,Blue and black,Friday,"(77, 26)",Science
90279068,No,Male,54,Canada,British Columbia,White and gold,Friday,"(69, 20)",Science
90279079,No,Male,49,United States,Texas,Blue and black,Friday,"(76, 82)",Yahoo
90279081,Yes,Female,43,Unknown,Arizona ,White and gold,Friday,"(59, 5)",Science
90279089,No,Female,26,United States,Kansas,Blue and black,Friday,"(77, 24)",Science
90279092,Yes,Male,90,United States,Arkansas,White and gold,Friday,"(32, 71)",ESPN
90279100,No,Male,55,United States,Pennsylvania,White and gold,Sunday,"(75, 32)",Science
90279114,No,Male,28,United States,Missouri,Blue and black,Friday,"(85, 25)",Science
90279128,No,Male,41,United States,Maine,Blue and black,Sunday,"(73, 10)",Science
90279131,No,Female,36,United States,New York,Blue and black,Sunday,"(63, 20)",Science
90279139,No,Female,39,Canada,British Columbia,White and gold,Friday,"(67, 5)",Science
90279148,Yes,Male,13,United States,Wisconsin,Blue and black,Friday,"(87, 21)",Science
90279161,No,Male,53,United States,Michigan,White and gold,Sunday,"(66, 5)",Science
90279170,No,Female,62,United States,California,White and gold,Friday,"(31, 1)",Unknown
90279176,Yes,Female,15,United States,Georgia ,White and gold,Sunday,Unknown,Unknown
90279185,No,Female,40,United States,Oregon,Blue and black,Sunday,"(67, 10)",Science
90279189,No,Male,61,United States,IN,Blue and black,Friday,"(87, 80)",Yahoo
90279190,No,Male,59,United States,California,White and gold,Sunday,"(78, 27)",Science
90279195,No,Female,53,United States,Illinois,Blue and black,Sunday,"(76, 30)",Science
90279200,No,Female,26,United States,KS,White and gold,Friday,"(86, 20)",Science
90279225,No,Male,36,Germany,Greifswald,White and gold,Friday,Unknown,Unknown
90279230,No,Female,35,Canada,Alberta,White and gold,Friday,"(60, 13)",Science
90279251,No,Male,43,United States,Oregon,White and gold,Sunday,"(26, 74)",ESPN
90279260,No,Male,40,United States,ar,Blue and black,Sunday,"(75, 63)",Yahoo
90279264,Yes,Female,45,United States,Massachusetts,White and gold,Friday,"(74, 31)",Science
90279276,No,Male,51,United States,Oregon,White and gold,Friday,"(70, 4)",Science
90279281,No,Male,70,United States,California,White and gold,Sunday,"(77, 30)",Science
90279300,No,Other,17,Canada,British Columbia,White and gold,Friday,"(72, 26)",Science
90279341,No,Female,53,United States,VT,White and gold,Sunday,"(75, 28)",Science
90279342,No,Female,56,United States,Vermont,Blue and black,Sunday,"(70, 5)",Science
90279360,No,Male,33,United States,California,White and gold,Friday,"(75, 24)",Science
90279365,Yes,Male,61,United States,Indiana,Blue and black,Friday,"(73, 6)",Science
90279370,No,Male,43,United States,Washington,Blue and black,Friday,"(70, 14)",Science
90279390,No,Female,38,United States,Illinois,Blue and black,Friday,"(32, 34)",Daily Dish
90279395,No,Male,59,United States,New York,Blue and black,Sunday,Unknown,Science
90279412,No,Female,36,United States,Nevada,White and gold,Friday,"(83, 24)",Science
90279413,No,Female,46,United States,Arizona,White and gold,Sunday,"(70, 6)",Science
90279415,No,Female,48,United States,Iowa,Blue and black,Friday,Unknown,Unknown
90279422,No,Male,61,United States,California,White and gold,Friday,"(75, 35)",Science
90279453,No,Male,62,United States,Washington,Blue and black,Friday,"(75, 27)",Science
90279456,No,Female,35,Greenland,kent,White and gold,Friday,"(77, 26)",Science
90279458,No,Male,63,United States,California,White and gold,Friday,"(76, 29)",Science
90279465,Yes,Male,46,United States,Colorado,Blue and black,Friday,"(71, 30)",Science
90279467,Yes,Male,39,United States,California,Blue and black,Friday,"(87, 29)",Science
90279483,Yes,Female,11,United States,Virginia,Blue and black,Friday,"(32, 58)",ESPN
90279484,No,Female,52,United States,Wisconsin,Blue and black,Sunday,"(73, 38)",Science
90279490,Yes,Female,49,United States,North Dakota,White and gold,Friday,"(71, 27)",Science
90279517,Yes,Male,39,United States,California,White and gold,Sunday,"(84, 41)",Science
90279541,No,Male,37,United States,California,White and gold,Friday,"(75, 32)",Science
90279550,No,Male,39,United States,Oregon,Blue and black,Friday,"(82, 34)",Science
90279555,No,Male,53,Germany,Hessen,White and gold,Friday,Unknown,Yahoo
90279564,No,Male,22,United States,Georgia,Blue and black,Friday,"(66, 36)",Science
90279571,No,Male,43,United States,Kentucky ,White and gold,Sunday,Unknown,Unknown
90279587,No,Male,57,United States,Colorado,Blue and black,Friday,"(82, 20)",Science
90279593,No,Male,37,United States,California,White and gold,Sunday,"(75, 39)",Science
90279602,No,Other,29,United States,Kentucky,Blue and black,Friday,"(59, 27)",Science
90279614,No,Female,53,Canada,NOYB,Blue and black,Friday,"(98, 26)",Unknown
90279617,No,Male,45,United States,New York,Blue and black,Sunday,"(71, 5)",Science
90279623,No,I'd rather not say,43,Unknown,Unknown,Blue and black,Friday,Unknown,Unknown
90279632,No,Male,76,United States,mo,Blue and black,Friday,"(73, 11)",Science
90279633,No,Male,47,United States,New York,White and gold,Sunday,Unknown,Unknown
90279653,No,Female,41,United States,California,Unknown,Friday,Unknown,Unknown
90279697,No,Male,37,United States,kansas,White and gold,Friday,"(57, 27)",Science
90279699,Yes,Male,33,Canada,Ontario,White and gold,Friday,"(82, 29)",Science
90279709,No,Male,34,United States,Oregon,Blue and black,Friday,"(60, 7)",Science
90279712,No,I'd rather not say,43,United States,New York,White and gold,Sunday,"(78, 23)",Science
90279717,No,Female,52,United States,Nevada,White and gold,Sunday,"(32, 8)",Daily Dish
90279721,No,Female,51,United States,New York,White and gold,Friday,"(82, 34)",Science
90279777,No,Male,33,United States,South Dakota,Blue and black,Sunday,"(85, 20)",Science
90279778,No,Male,48,Canada,British Columbia,White and gold,Sunday,"(77, 26)",Science
90279807,Yes,I'd rather not say,43,Albania,"Emerald City, Petrolia",White and gold,Friday,"(76, 34)",Science
90279829,No,Female,35,United States,New York,Blue and black,Sunday,"(71, 29)",Science
90279862,No,Male,35,Canada,Alberta,White and gold,Friday,"(56, 4)",Science
90279867,Yes,Male,16,United States,Indiana,White and gold,Sunday,Unknown,Unknown
90279920,No,Male,36,United States,Virginia,Blue and black,Sunday,"(27, 77)",ESPN
90279930,No,Male,61,United States,Pennsylvania,White and gold,Friday,"(75, 19)",Science
90279975,Yes,Male,36,United States,Alabama,White and gold,Friday,"(53, 31)",Science
90280002,No,Male,59,Canada,Ontario,White and gold,Sunday,"(59, 12)",Science
90280018,Yes,Male,33,United States,"wa, spokane",Blue and black,Friday,"(65, 34)",Science
90280029,No,Male,47,United States,Florida,White and gold,Friday,"(75, 10)",Science
90280030,No,Male,35,United States,California,White and gold,Friday,"(30, 78)",ESPN
90280058,Yes,Female,61,United States,Colorado,White and gold,Friday,"(62, 44)",Science
90280086,No,Female,62,United States,Pennsylvania,White and gold,Sunday,"(19, 23)",Daily Dish
90280088,No,Male,35,United States,Virginia,Blue and black,Friday,"(72, 30)",Science
90280093,No,Male,49,Canada,British Columbia,White and gold,Friday,Unknown,Unknown
90280114,No,Male,33,United States,Washington,White and gold,Sunday,"(83, 61)",Yahoo
90280129,No,Female,27,United States,New York,White and gold,Friday,"(11, 41)",Daily Dish
90280160,No,Male,48,United States,Massachusetts,Blue and black,Friday,"(66, 24)",Science
90280165,No,Male,36,United States,Massachusetts,Blue and black,Sunday,"(67, 12)",Science
90280170,No,Female,21,United States,Pennsylvania,White and gold,Friday,"(11, 20)",Daily Dish
90280175,Yes,Male,41,United States,Oregon,White and gold,Friday,"(78, 5)",Science
90280183,No,Male,37,United States,Georgia,White and gold,Sunday,"(74, 23)",Science
90280202,No,Male,45,United States,Carolina,White and gold,Sunday,"(80, 34)",Science
90280220,No,Other,30,United States,Maryland,White and gold,Friday,"(63, 23)",Science
90280222,No,Male,32,United States,California,Blue and black,Friday,"(80, 25)",Science
90280262,No,Male,61,United States,California,White and gold,Friday,"(75, 5)",Science
90280280,No,Male,52,United States,California,White and gold,Friday,"(55, 6)",Science
90280294,No,Female,34,United States,Texas,White and gold,Friday,"(58, 31)",Science
90280297,No,Male,36,United States,Colorado,Blue and black,Friday,"(73, 37)",Science
90280311,No,Male,49,United States,California,Unknown,Friday,"(72, 10)",Science
90280322,No,Female,35,United States,Pennsylvania,White and gold,Friday,"(78, 23)",Science
90280331,No,Female,30,United States,Illinois,Blue and black,Sunday,"(75, 24)",Science
90280341,No,Male,49,United States,California,Blue and black,Sunday,"(68, 8)",Science
90280361,No,Male,48,United States,new hampshire,White and gold,Friday,"(79, 13)",Science
90280372,Yes,Male,43,United States,California,White and gold,Friday,"(85, 37)",Science
90280376,Yes,Male,50,United States,California,Blue and black,Friday,Unknown,Unknown
90280396,No,Male,34,United States,Massachusetts,Blue and black,Friday,"(74, 69)",Yahoo
90280424,No,Female,32,United States,Maryland,Blue and black,Friday,"(79, 26)",Science
90280437,No,Male,53,United States,Georgia,Blue and black,Sunday,"(71, 27)",Science
90280466,No,I'd rather not say,46,United States,USA,Unknown,Friday,Unknown,Unknown
90280473,No,Male,63,United States,Texas,White and gold,Friday,"(83, 5)",Science
90280480,No,Other,39,United States,Connecticut,White and gold,Sunday,"(77, 23)",Science
90280484,No,Female,47,United States,Washington,Blue and black,Friday,"(78, 31)",Science
90280500,Yes,Male,64,United States,California,Unknown,Friday,Unknown,Unknown
90280503,No,Female,55,United States,Oregon,White and gold,Friday,"(63, 12)",Science
90280554,No,Male,34,United States,Virginia,Blue and black,Friday,"(76, 22)",Science
90280561,No,Female,34,Canada,British Columbia,White and gold,Friday,"(23, 18)",Daily Dish
90280608,No,Female,43,United States,"NY, Tompkins County",White and gold,Sunday,"(92, 4)",Science
90280609,No,Female,57,United States,Ohio,White and gold,Friday,"(88, 32)",Science
90280631,No,Male,47,United States,California,White and gold,Sunday,"(85, 31)",Science
90280632,No,Male,44,United States,Nj ,White and gold,Sunday,"(84, 32)",Science
90280637,No,Male,36,United States,Minnesota,White and gold,Friday,"(74, 30)",Science
90280658,No,Female,49,United States,Oregon,Blue and black,Sunday,"(83, 6)",Science
90280662,Yes,Male,50,United States,Washington,White and gold,Friday,"(76, 26)",Science
90280674,No,Male,48,United States,Florida,Blue and black,Sunday,"(86, 11)",Science
90280680,No,Male,56,United States,California,White and gold,Sunday,"(71, 20)",Science
90280693,No,I'd rather not say,45,United States,md,Unknown,Friday,Unknown,Unknown
90280698,No,Male,43,Canada,Ontario,White and gold,Sunday,"(67, 6)",Science
90280725,No,Male,36,United States,Massachusetts,White and gold,Friday,"(80, 21)",Science
90280739,No,Male,30,United States,District of Columbia,Blue and black,Friday,"(74, 35)",Science
90280745,No,Female,44,United States,California,White and gold,Friday,"(83, 12)",Science
90280748,No,Male,58,United States,kentucky,Blue and black,Sunday,"(83, 34)",Science
90280750,No,Male,43,Canada,Ontario,White and gold,Friday,"(89, 34)",Science
90280756,Yes,Female,21,United States,California,Blue and black,Friday,"(75, 16)",Science
90280758,No,Female,27,Canada,British Columbia,White and gold,Friday,"(70, 5)",Science
90280765,Yes,Female,31,United States,California,White and gold,Friday,Unknown,Unknown
90280778,No,Male,21,United States,Texas,Blue and black,Friday,"(70, 14)",Science
90280794,No,Male,30,Canada,Alberta,White and gold,Friday,"(67, 21)",Science
90280795,No,Male,25,United States,Philadelphia,White and gold,Friday,"(20, 76)",ESPN
90280803,No,Male,38,United States,California,White and gold,Sunday,"(69, 26)",Science
90280806,No,Female,53,United States,Washington,Blue and black,Sunday,"(79, 29)",Science
90280811,No,Male,32,United States,California,White and gold,Friday,"(62, 11)",Science
90280815,No,Male,41,United States,California,White and gold,Sunday,"(82, 23)",Science
90280823,No,Female,58,United States,Massachusetts,White and gold,Sunday,"(67, 4)",Science
90280824,No,Male,44,United States,Connecticut,White and gold,Friday,"(80, 22)",Science
90280827,No,Male,30,United States,California,White and gold,Friday,Unknown,Unknown
90280850,No,Female,33,United States,Minnesota,White and gold,Friday,"(73, 20)",Science
90280873,No,Female,51,United States,"Portland, maine",White and gold,Friday,"(79, 78)",Yahoo
90280889,No,Female,54,United States,sc,White and gold,Friday,"(81, 28)",Science
90280904,No,Male,68,United States,Minnesota,Blue and black,Friday,"(74, 21)",Science
90280911,No,Male,47,Canada,Ontario,White and gold,Friday,"(74, 12)",Science
90280930,No,Female,42,Canada,Ontario,White and gold,Sunday,"(69, 31)",Science
90280933,Yes,Male,47,United States,Illinois,White and gold,Friday,"(73, 28)",Science
90280961,No,Male,42,United States,New York,White and gold,Friday,"(78, 19)",Science
90280969,Yes,Male,42,United States,WI,White and gold,Friday,"(77, 31)",Science
90280973,No,Female,36,United States,Oregon,Unknown,Friday,Unknown,Unknown
90280977,No,Female,49,United States,nh,White and gold,Friday,"(77, 34)",Science
90280981,No,Other,34,United States,Texas,White and gold,Friday,"(91, 27)",Science
